Relatório Meteorológico da Estação: Alto da Boa Vista 
 
Dados normalizados para o Horário Brasileiro de Verão (HBV) 
 
Dia Hora HBV Chuva DirVento VelVento Temperatura Pressao Umidade 
 (graus) (m/s) (celsius) (hPa) (%) 
01/02/2014 00:00:00 HBV 0.0 ND ND 26.2 ND ND 
01/02/2014 00:15:00 HBV 0.0 ND ND 26.2 ND ND 
01/02/2014 00:30:00 HBV 0.0 ND ND 25.9 ND ND 
01/02/2014 00:45:00 HBV 0.0 ND ND 25.2 ND ND 
01/02/2014 01:00:00 HBV 0.0 ND ND 24.9 ND ND 
01/02/2014 01:15:00 HBV 0.0 ND ND 25.2 ND ND 
01/02/2014 01:30:00 HBV 0.0 ND ND 24.7 ND ND 
01/02/2014 01:45:00 HBV 0.0 ND ND 24.0 ND ND 
01/02/2014 02:00:00 HBV 0.0 ND ND 23.7 ND ND 
01/02/2014 02:15:00 HBV 0.0 ND ND 23.5 ND ND 
01/02/2014 02:30:00 HBV 0.0 ND ND 23.2 ND ND 
01/02/2014 02:45:00 HBV 0.0 ND ND 22.7 ND ND 
01/02/2014 03:00:00 HBV 0.0 ND ND 22.7 ND ND 
01/02/2014 03:15:00 HBV 0.0 ND ND 22.5 ND ND 
01/02/2014 03:30:00 HBV 0.0 ND ND 22.5 ND ND 
01/02/2014 03:45:00 HBV 0.0 ND ND 22.5 ND ND 
01/02/2014 04:00:00 HBV 0.0 ND ND 22.7 ND ND 
01/02/2014 04:15:00 HBV 0.0 ND ND 22.3 ND ND 
01/02/2014 04:30:00 HBV 0.0 ND ND 22.5 ND ND 
01/02/2014 04:45:00 HBV 0.0 ND ND 22.0 ND ND 
01/02/2014 05:00:00 HBV 0.0 ND ND 22.3 ND ND 
01/02/2014 05:15:00 HBV 0.0 ND ND 22.3 ND ND 
01/02/2014 05:30:00 HBV 0.0 ND ND 21.8 ND ND 
01/02/2014 05:45:00 HBV 0.0 ND ND 21.8 ND ND 
01/02/2014 06:00:00 HBV 0.0 ND ND 22.0 ND ND 
