Relatório Meteorológico da Estação: Barra/Riocentro 
 
Dados normalizados para o Horário Brasileiro de Verão (HBV) 
 
Dia Hora HBV Chuva DirVento VelVento Temperatura Pressao Umidade 
 (graus) (Km/h) (celsius) (hPa) (%) 
01/01/2018 00:00:00 HBV 0.0 ND ND 25.4 ND 87 
01/01/2018 00:15:00 HBV 0.0 ND ND 25.2 ND 85 
01/01/2018 00:30:00 HBV 0.0 ND ND 24.9 ND 87 
01/01/2018 00:45:00 HBV 0.0 ND ND 24.7 ND 88 
01/01/2018 01:00:00 HBV 0.0 ND ND 24.7 ND 87 
01/01/2018 01:15:00 HBV 0.0 ND ND 24.9 ND 88 
01/01/2018 01:30:00 HBV 0.0 ND ND 24.7 ND 90 
01/01/2018 01:45:00 HBV 0.0 ND ND 24.5 ND 90 
01/01/2018 02:00:00 HBV 0.0 ND ND 24.7 ND 91 
01/01/2018 02:15:00 HBV 0.0 ND ND 24.5 ND 91 
01/01/2018 02:30:00 HBV 0.0 ND ND 24.5 ND 91 
01/01/2018 02:45:00 HBV 0.0 ND ND 24.5 ND 92 
01/01/2018 03:00:00 HBV 0.0 ND ND 24.7 ND 92 
01/01/2018 03:15:00 HBV 0.0 ND ND 24.5 ND 91 
01/01/2018 03:30:00 HBV 0.0 ND ND 24.5 ND 91 
01/01/2018 03:45:00 HBV 0.0 ND ND 24.2 ND 91 
01/01/2018 04:00:00 HBV 0.0 ND ND 24.0 ND 91 
01/01/2018 04:15:00 HBV 0.0 ND ND 24.0 ND 89 
01/01/2018 04:30:00 HBV 0.0 ND ND 24.0 ND 89 
01/01/2018 04:45:00 HBV 0.0 ND ND 23.7 ND 88 
01/01/2018 05:00:00 HBV 0.0 ND ND 23.5 ND 89 
01/01/2018 05:15:00 HBV 0.0 ND ND 23.5 ND 91 
01/01/2018 05:30:00 HBV 0.0 ND ND 23.5 ND 92 
01/01/2018 05:45:00 HBV 0.0 ND ND 23.2 ND 92 
01/01/2018 06:00:00 HBV 0.0 ND ND 23.5 ND 91 
