Relatório Meteorológico da Estação: Jardim Botânico 
 
Dados normalizados para o Horário Brasileiro de Verão (HBV) 
 
Dia Hora HBV Chuva DirVento VelVento Temperatura Pressao Umidade 
 (graus) (Km/h) (celsius) (hPa) (%) 
01/01/2018 00:00:00 HBV 0.0 ND ND 25.4 ND 80 
01/01/2018 00:15:00 HBV 0.0 ND ND 25.4 ND 80 
01/01/2018 00:30:00 HBV 0.0 ND ND 25.7 ND 81 
01/01/2018 00:45:00 HBV 0.0 ND ND 25.2 ND 79 
01/01/2018 01:00:00 HBV 0.0 ND ND 25.2 ND 80 
01/01/2018 01:15:00 HBV 0.0 ND ND 25.4 ND 81 
01/01/2018 01:30:00 HBV 0.0 ND ND 26.2 ND 78 
01/01/2018 01:45:00 HBV 0.0 ND ND 24.9 ND 81 
01/01/2018 02:00:00 HBV 0.0 ND ND 25.2 ND 82 
01/01/2018 02:15:00 HBV 0.0 ND ND 25.4 ND 80 
01/01/2018 02:30:00 HBV 0.0 ND ND 24.7 ND 83 
01/01/2018 02:45:00 HBV 0.0 ND ND 25.2 ND 83 
01/01/2018 03:00:00 HBV 0.0 ND ND 24.9 ND 83 
01/01/2018 03:15:00 HBV 0.0 ND ND 24.9 ND 81 
01/01/2018 03:30:00 HBV 0.0 ND ND 25.4 ND 81 
01/01/2018 03:45:00 HBV 0.0 ND ND 24.7 ND 82 
01/01/2018 04:00:00 HBV 0.0 ND ND 24.9 ND 82 
01/01/2018 04:15:00 HBV 0.0 ND ND 24.7 ND 82 
01/01/2018 04:30:00 HBV 0.0 ND ND 24.9 ND 84 
01/01/2018 04:45:00 HBV 0.0 ND ND 24.9 ND 83 
01/01/2018 05:00:00 HBV 0.0 ND ND 24.7 ND 83 
01/01/2018 05:15:00 HBV 0.0 ND ND 24.7 ND 84 
01/01/2018 05:30:00 HBV 0.0 ND ND 24.9 ND 83 
01/01/2018 05:45:00 HBV 0.0 ND ND 24.7 ND 84 
01/01/2018 06:00:00 HBV 0.0 ND ND 24.7 ND 85 
